Confirmed,State,County Name,Special Id,Production,Control Area Released,Search filter,Table Sort Filter,Control Zone Release,"County, State",Incident Site Name,ip_control_zone_ps,Production Type Name,Species Name,Birds Affected,Flock Herd Inventory
4/12/2022 12:00:00 AM,Minnesota,Benton,Benton 01,WOAH Non-Poultry,27-Apr-22,True,Confirmation Date,4/27/2022 12:00:00 AM,"Benton, Minnesota",Minnesota,True,WOAH Non-Poultry,Poultry,130,130
3/7/2023 12:00:00 AM,Virginia,Rockingham,Rockingham 03,WOAH Non-Poultry,NA,True,Confirmation Date,,"Rockingham, Virginia",Virginia,False,WOAH Non-Poultry,Multiple Poultry Species,250,250
2/14/2025 12:00:00 AM,Ohio,Mercer,Mercer 41,Commercial Turkey Meat Bird,11-Mar-25,True,Confirmation Date,3/11/2025 12:00:00 AM,"Mercer, Ohio",Ohio,True,Commercial Turkey Meat Bird,Turkey,"16,700",16700
11/21/2025 12:00:00 AM,Indiana,Lagrange,LaGrange 44,WOAH Poultry,11-Dec-25,True,Confirmation Date,12/11/2025 12:00:00 AM,"Lagrange, Indiana",Indiana,True,WOAH Poultry,Chicken,"22,400",22400
12/18/2024 12:00:00 AM,Louisiana,Jefferson Davis Pari,Jefferson Davis 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"Jefferson Davis Pari, Louisiana",Louisiana,False,WOAH Non-Poultry,Chicken,30,30
2/27/2026 12:00:00 AM,Kansas,Sedgwick,Sedgwick 04,WOAH Non-Poultry,NA,True,Confirmation Date,,"Sedgwick, Kansas",Kansas,False,WOAH Non-Poultry,Chicken,30,30
11/21/2025 12:00:00 AM,Michigan,Ontonagon,Ontonagon 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"Ontonagon, Michigan",Michigan,False,WOAH Non-Poultry,Pea Fowl,50,50
2/24/2022 12:00:00 AM,Indiana,Dubois,Dubois 03,Commercial Turkey Meat Bird,23-Mar-22,True,Confirmation Date,3/23/2022 12:00:00 AM,"Dubois, Indiana",Indiana,True,Commercial Turkey Meat Bird,Turkey,"36,000",36000
11/10/2022 12:00:00 AM,Pennsylvania,Lehigh,Lehigh 05,Commercial Turkey Meat Bird,03-Dec-22,True,Confirmation Date,12/3/2022 12:00:00 AM,"Lehigh, Pennsylvania",Pennsylvania,True,Commercial Turkey Meat Bird,Turkey,"18,500",18500
1/8/2026 12:00:00 AM,Oklahoma,Wagoner,Wagoner 02,WOAH Non-Poultry,NA,True,Confirmation Date,,"Wagoner, Oklahoma",Oklahoma,False,WOAH Non-Poultry,Chicken,50,50
8/25/2022 12:00:00 AM,Washington,Pierce,Pierce 04,WOAH Non-Poultry,15-Sep-22,True,Confirmation Date,9/15/2022 12:00:00 AM,"Pierce, Washington",Washington,True,WOAH Non-Poultry,Poultry,70,70
2/18/2025 12:00:00 AM,Ohio,Darke,Darke 24,Commercial Table Egg Layer,20-Mar-25,True,Confirmation Date,3/20/2025 12:00:00 AM,"Darke, Ohio",Ohio,True,Commercial Table Egg Layer,Chicken,"164,900",164900
4/6/2022 12:00:00 AM,North Carolina,Wayne,Wayne 04,Commercial Broiler Production,06-May-22,True,Confirmation Date,5/6/2022 12:00:00 AM,"Wayne, North Carolina",North Carolina,True,Commercial Broiler Production,Chicken,"65,600",65600
4/6/2022 12:00:00 AM,Wyoming,Park,Park 02,WOAH Non-Poultry,25-Apr-22,True,Confirmation Date,4/25/2022 12:00:00 AM,"Park, Wyoming",Wyoming,True,WOAH Non-Poultry,Chicken,100,100
12/13/2024 12:00:00 AM,Wisconsin,Barron,Barron 11,Commercial Turkey Breeder Hens,02-Jan-25,True,Confirmation Date,1/2/2025 12:00:00 AM,"Barron, Wisconsin",Wisconsin,True,Commercial Turkey Breeder Hens,Turkey,"13,200",13200
12/23/2025 12:00:00 AM,Arkansas,Cleveland,Cleveland 03,Commercial Broiler Breeder Pullets,13-Jan-26,True,Confirmation Date,1/13/2026 12:00:00 AM,"Cleveland, Arkansas",Arkansas,True,Commercial Broiler Breeder Pullets,Chicken,"45,800",45800
9/27/2022 12:00:00 AM,Utah,Sanpete,Sanpete 07,Commercial Turkey Meat Bird,11-Nov-22,True,Confirmation Date,11/11/2022 12:00:00 AM,"Sanpete, Utah",Utah,True,Commercial Turkey Meat Bird,Turkey,"127,200",127200
12/13/2023 12:00:00 AM,California,San Joaquin,San Joaquin 04,Commercial Duck Breeder,06-Jan-24,True,Confirmation Date,1/6/2024 12:00:00 AM,"San Joaquin, California",California,True,Commercial Duck Breeder,Duck,"6,000",6000
2/25/2026 12:00:00 AM,Oklahoma,Kingfisher,Kingfisher 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"Kingfisher, Oklahoma",Oklahoma,False,WOAH Non-Poultry,Chicken,20,20
4/7/2022 12:00:00 AM,Montana,Cascade,Cascade 01,WOAH Poultry,19-May-22,True,Confirmation Date,5/19/2022 12:00:00 AM,"Cascade, Montana",Montana,True,WOAH Poultry,Poultry,"22,000",22000
5/12/2022 12:00:00 AM,Washington,Whatcom,Whatcom 01,WOAH Non-Poultry,03-Jun-22,True,Confirmation Date,6/3/2022 12:00:00 AM,"Whatcom, Washington",Washington,True,WOAH Non-Poultry,Chicken,80,80
4/14/2023 12:00:00 AM,Nebraska,Sheridan,Sheridan 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"Sheridan, Nebraska",Nebraska,False,WOAH Non-Poultry,Goose,10,10
4/2/2022 12:00:00 AM,North Dakota,Lamoure,LaMoure 01,Commercial Turkey Meat Bird,06-May-22,True,Confirmation Date,5/6/2022 12:00:00 AM,"Lamoure, North Dakota",North Dakota,True,Commercial Turkey Meat Bird,Turkey,"27,400",27400
10/27/2022 12:00:00 AM,Minnesota,Le Sueur,Le Sueur 03,Commercial Turkey Meat Bird,29-Nov-22,True,Confirmation Date,11/29/2022 12:00:00 AM,"Le Sueur, Minnesota",Minnesota,True,Commercial Turkey Meat Bird,Turkey,"20,100",20100
10/12/2022 12:00:00 AM,Utah,Sanpete,Sanpete 14,Commercial Turkey Meat Bird,25-Dec-22,True,Confirmation Date,12/25/2022 12:00:00 AM,"Sanpete, Utah",Utah,True,Commercial Turkey Meat Bird,Turkey,"52,800",52800
11/14/2023 12:00:00 AM,Minnesota,Redwood,Redwood 05,Commercial Turkey Meat Bird,02-Dec-23,True,Confirmation Date,12/2/2023 12:00:00 AM,"Redwood, Minnesota",Minnesota,True,Commercial Turkey Meat Bird,Turkey,"18,700",18700
5/20/2022 12:00:00 AM,Idaho,Ada,Ada 10,WOAH Non-Poultry,10-Jun-22,True,Confirmation Date,6/10/2022 12:00:00 AM,"Ada, Idaho",Idaho,True,WOAH Non-Poultry,Chicken,7,7
11/12/2024 12:00:00 AM,California,Kern,Kern 01,Commercial Table Egg Layer,10-Jan-25,True,Confirmation Date,1/10/2025 12:00:00 AM,"Kern, California",California,True,Commercial Table Egg Layer,Chicken,"2,155,100",2155100
5/11/2022 12:00:00 AM,Utah,Cache,Cache 02,WOAH Non-Poultry,24-Jun-22,True,Confirmation Date,6/24/2022 12:00:00 AM,"Cache, Utah",Utah,True,WOAH Non-Poultry,Duck,20,20
11/14/2023 12:00:00 AM,Oregon,Marion,Marion 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"Marion, Oregon",Oregon,False,WOAH Non-Poultry,Chicken,5,5
12/31/2024 12:00:00 AM,South Carolina,Spartanburg,Spartanburg 01,Commercial Upland Gamebird Producer,28-Jan-25,True,Confirmation Date,1/28/2025 12:00:00 AM,"Spartanburg, South Carolina",South Carolina,True,Commercial Upland Gamebird Producer,Pheasant,920,920
11/8/2023 12:00:00 AM,Iowa,Kossuth,Kossuth 02,WOAH Poultry,28-Nov-23,True,Confirmation Date,11/28/2023 12:00:00 AM,"Kossuth, Iowa",Iowa,True,WOAH Poultry,Multiple Poultry Species,"8,200",8200
1/27/2023 12:00:00 AM,Maine,Hancock,Hancock 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"Hancock, Maine",Maine,False,WOAH Non-Poultry,Chicken,40,40
12/8/2022 12:00:00 AM,Minnesota,Dodge,Dodge 02,Commercial Turkey Meat Bird,24-Dec-22,True,Confirmation Date,12/24/2022 12:00:00 AM,"Dodge, Minnesota",Minnesota,True,Commercial Turkey Meat Bird,Turkey,"10,000",10000
11/21/2025 12:00:00 AM,Indiana,Lagrange,LaGrange 38,Commercial Duck Meat Bird,16-Dec-25,True,Confirmation Date,12/16/2025 12:00:00 AM,"Lagrange, Indiana",Indiana,True,Commercial Duck Meat Bird,Duck,"2,900",2900
1/23/2026 12:00:00 AM,Indiana,Lagrange,LaGrange 68,Commercial Duck Meat Bird,17-Feb-26,True,Confirmation Date,2/17/2026 12:00:00 AM,"Lagrange, Indiana",Indiana,True,Commercial Duck Meat Bird,Duck,"3,000",3000
10/21/2022 12:00:00 AM,Oklahoma,Cleveland,Cleveland 01,WOAH Non-Poultry,05-Nov-22,True,Confirmation Date,11/5/2022 12:00:00 AM,"Cleveland, Oklahoma",Oklahoma,True,WOAH Non-Poultry,Poultry,30,30
12/4/2025 12:00:00 AM,North Carolina,Wayne,Wayne 11,Commercial Turkey Breeder Replacement Hens,28-Dec-25,True,Confirmation Date,12/28/2025 12:00:00 AM,"Wayne, North Carolina",North Carolina,True,Commercial Turkey Breeder Replacement Hens,Turkey,"18,900",18900
2/24/2023 12:00:00 AM,Pennsylvania,Chester,Chester 01,WOAH Poultry,13-Apr-23,True,Confirmation Date,4/13/2023 12:00:00 AM,"Chester, Pennsylvania",Pennsylvania,True,WOAH Poultry,Multiple Poultry Species,"3,400",3400
1/16/2025 12:00:00 AM,Ohio,Mercer,Mercer 03,Commercial Table Egg Layer,04-Mar-25,True,Confirmation Date,3/4/2025 12:00:00 AM,"Mercer, Ohio",Ohio,True,Commercial Table Egg Layer,Chicken,"1,432,000",1432000
11/21/2025 12:00:00 AM,Montana,Fergus,Fergus 03,WOAH Non-Poultry,NA,True,Confirmation Date,,"Fergus, Montana",Montana,False,WOAH Non-Poultry,Chicken,30,30
1/6/2026 12:00:00 AM,Indiana,Lagrange,LaGrange 67,WOAH Poultry,27-Jan-26,True,Confirmation Date,1/27/2026 12:00:00 AM,"Lagrange, Indiana",Indiana,True,WOAH Poultry,Chicken,"19,300",19300
11/15/2023 12:00:00 AM,South Dakota,Edmunds,Edmunds 06,Commercial Turkey Breeder Replacement Hens,08-Dec-23,True,Confirmation Date,12/8/2023 12:00:00 AM,"Edmunds, South Dakota",South Dakota,True,Commercial Turkey Breeder Replacement Hens,Turkey,"24,500",24500
1/28/2025 12:00:00 AM,Indiana,Jackson,Jackson 01,Commercial Table Egg Layer,21-Mar-25,True,Confirmation Date,3/21/2025 12:00:00 AM,"Jackson, Indiana",Indiana,True,Commercial Table Egg Layer,Chicken,"2,633,900",2633900
9/22/2022 12:00:00 AM,Minnesota,Todd,Todd 07,WOAH Non-Poultry,06-Oct-22,True,Confirmation Date,10/6/2022 12:00:00 AM,"Todd, Minnesota",Minnesota,True,WOAH Non-Poultry,Chicken,50,50
12/8/2025 12:00:00 AM,West Virginia,Jackson,Jackson 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"Jackson, West Virginia",West Virginia,False,WOAH Non-Poultry,Chicken,9,9
4/22/2022 12:00:00 AM,Minnesota,Yellow Medicine,Yellow Medicine 02,Commercial Turkey Meat Bird,19-May-22,True,Confirmation Date,5/19/2022 12:00:00 AM,"Yellow Medicine, Minnesota",Minnesota,True,Commercial Turkey Meat Bird,Turkey,"49,500",49500
3/4/2025 12:00:00 AM,Oregon,Multnomah,Multnomah 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"Multnomah, Oregon",Oregon,False,WOAH Non-Poultry,Chicken,40,40
10/7/2022 12:00:00 AM,Utah,Sanpete,Sanpete 12,Commercial Turkey Meat Bird,27-Dec-22,True,Confirmation Date,12/27/2022 12:00:00 AM,"Sanpete, Utah",Utah,True,Commercial Turkey Meat Bird,Turkey,"26,700",26700
2/23/2023 12:00:00 AM,Virginia,Alexandria City,Alexandria 01,Live Bird Market,NA,True,Confirmation Date,,"Alexandria City, Virginia",Virginia,False,Live Bird Market,Poultry,800,800
1/7/2025 12:00:00 AM,Florida,Palm Beach,Palm Beach 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"Palm Beach, Florida",Florida,False,WOAH Non-Poultry,Chicken,4,4
5/21/2024 12:00:00 AM,Minnesota,Stearns,Stearns 17,Commercial Turkey Meat Bird,05-Jun-24,True,Confirmation Date,6/5/2024 12:00:00 AM,"Stearns, Minnesota",Minnesota,True,Commercial Turkey Meat Bird,Turkey,"17,100",17100
1/23/2026 12:00:00 AM,Montana,Carbon,Carbon 01,WOAH Poultry,11-Feb-26,True,Confirmation Date,2/11/2026 12:00:00 AM,"Carbon, Montana",Montana,True,WOAH Poultry,Chicken,230,230
2/2/2026 12:00:00 AM,Georgia,Hart,Hart 01,Commercial Broiler Breeder,13-Feb-26,True,Confirmation Date,2/13/2026 12:00:00 AM,"Hart, Georgia",Georgia,True,Commercial Broiler Breeder,Chicken,"39,600",39600
9/20/2022 12:00:00 AM,South Dakota,Clark,Clark 05,Commercial Turkey Meat Bird,18-Oct-22,True,Confirmation Date,10/18/2022 12:00:00 AM,"Clark, South Dakota",South Dakota,True,Commercial Turkey Meat Bird,Turkey,"23,900",23900
1/14/2025 12:00:00 AM,Florida,Orange,Orange 02,Live Bird Market,NA,True,Confirmation Date,,"Orange, Florida",Florida,False,Live Bird Market,Chicken,"1,300",1300
11/21/2024 12:00:00 AM,Arizona,Maricopa,Maricopa 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"Maricopa, Arizona",Arizona,False,WOAH Non-Poultry,Chicken,490,490
7/9/2024 12:00:00 AM,Minnesota,Kandiyohi,Kandiyohi 14,Commercial Turkey Breeder Toms,02-Aug-24,True,Confirmation Date,8/2/2024 12:00:00 AM,"Kandiyohi, Minnesota",Minnesota,True,Commercial Turkey Breeder Toms,Turkey,"4,200",4200
5/25/2022 12:00:00 AM,Washington,King,King 03,WOAH Non-Poultry,14-Jun-22,True,Confirmation Date,6/14/2022 12:00:00 AM,"King, Washington",Washington,True,WOAH Non-Poultry,Duck,20,20
1/16/2025 12:00:00 AM,Tennessee,Greene,Greene 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"Greene, Tennessee",Tennessee,False,WOAH Non-Poultry,Chicken,30,30
10/22/2022 12:00:00 AM,New Jersey,Ocean,Ocean 01,WOAH Non-Poultry,09-Nov-22,True,Confirmation Date,11/9/2022 12:00:00 AM,"Ocean, New Jersey",New Jersey,True,WOAH Non-Poultry,Poultry,90,90
4/1/2022 12:00:00 AM,South Dakota,Charles Mix,Charles Mix 04,Commercial Turkey Meat Bird,22-Apr-22,True,Confirmation Date,4/22/2022 12:00:00 AM,"Charles Mix, South Dakota",South Dakota,True,Commercial Turkey Meat Bird,Turkey,"81,500",81500
2/13/2025 12:00:00 AM,Ohio,Auglaize,Auglaize 02,Commercial Table Egg Layer,22-Mar-25,True,Confirmation Date,3/22/2025 12:00:00 AM,"Auglaize, Ohio",Ohio,True,Commercial Table Egg Layer,Chicken,"210,600",210600
12/5/2025 12:00:00 AM,Indiana,Lagrange,LaGrange 54,WOAH Poultry,20-Dec-25,True,Confirmation Date,12/20/2025 12:00:00 AM,"Lagrange, Indiana",Indiana,True,WOAH Poultry,Chicken,"25,300",25300
1/22/2024 12:00:00 AM,South Carolina,Orangeburg,Orangeburg 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"Orangeburg, South Carolina",South Carolina,False,WOAH Non-Poultry,Chicken,40,40
3/22/2023 12:00:00 AM,New York,Tompkins,Tompkins 01,WOAH Poultry,07-Apr-23,True,Confirmation Date,4/7/2023 12:00:00 AM,"Tompkins, New York",New York,True,WOAH Poultry,Pheasant,"6,500",6500
3/13/2025 12:00:00 AM,Maryland,Anne Arundel,Anne Arundel 02,WOAH Non-Poultry,NA,True,Confirmation Date,,"Anne Arundel, Maryland",Maryland,False,WOAH Non-Poultry,Chicken,7,7
4/12/2022 12:00:00 AM,Minnesota,Morrison,Morrison 07,Commercial Table Egg Layer,16-Jun-22,True,Confirmation Date,6/16/2022 12:00:00 AM,"Morrison, Minnesota",Minnesota,True,Commercial Table Egg Layer,Chicken,"216,200",216200
11/24/2025 12:00:00 AM,Indiana,Lagrange,LaGrange 47,WOAH Poultry,11-Dec-25,True,Confirmation Date,12/11/2025 12:00:00 AM,"Lagrange, Indiana",Indiana,True,WOAH Poultry,Chicken,"22,000",22000
2/6/2023 12:00:00 AM,Maine,Hancock,Hancock 02,WOAH Non-Poultry,NA,True,Confirmation Date,,"Hancock, Maine",Maine,False,WOAH Non-Poultry,Chicken,30,30
4/15/2022 12:00:00 AM,Utah,Utah,Utah 01,WOAH Non-Poultry,18-May-22,True,Confirmation Date,5/18/2022 12:00:00 AM,"Utah, Utah",Utah,True,WOAH Non-Poultry,Chicken,7,7
11/2/2024 12:00:00 AM,California,Sacramento,Sacramento 05,Commercial Turkey Meat Bird,12-Dec-24,True,Confirmation Date,12/12/2024 12:00:00 AM,"Sacramento, California",California,True,Commercial Turkey Meat Bird,Turkey,"48,300",48300
10/10/2023 12:00:00 AM,Montana,Glacier,Glacier 03,WOAH Poultry,23-Nov-23,True,Confirmation Date,11/23/2023 12:00:00 AM,"Glacier, Montana",Montana,True,WOAH Poultry,Chicken,"77,100",77100
10/28/2022 12:00:00 AM,Florida,Hillsborough,Hillsborough 01,WOAH Non-Poultry,16-Nov-22,True,Confirmation Date,11/16/2022 12:00:00 AM,"Hillsborough, Florida",Florida,True,WOAH Non-Poultry,Chicken,40,40
1/4/2025 12:00:00 AM,Michigan,Ottawa,Ottawa 06,Commercial Turkey Meat Bird,09-Feb-25,True,Confirmation Date,2/9/2025 12:00:00 AM,"Ottawa, Michigan",Michigan,True,Commercial Turkey Meat Bird,Turkey,"47,000",47000
11/1/2022 12:00:00 AM,Minnesota,Stearns,Stearns 13,Commercial Turkey Meat Bird,19-Nov-22,True,Confirmation Date,11/19/2022 12:00:00 AM,"Stearns, Minnesota",Minnesota,True,Commercial Turkey Meat Bird,Turkey,"8,500",8500
4/13/2022 12:00:00 AM,Michigan,Menominee,Menominee 02,WOAH Poultry,06-May-22,True,Confirmation Date,5/6/2022 12:00:00 AM,"Menominee, Michigan",Michigan,True,WOAH Poultry,Chicken,350,350
3/6/2025 12:00:00 AM,Michigan,Monroe,Monroe 03,WOAH Non-Poultry,NA,True,Confirmation Date,,"Monroe, Michigan",Michigan,False,WOAH Non-Poultry,Chicken,40,40
4/14/2022 12:00:00 AM,Minnesota,Meeker,Meeker 03,Commercial Turkey Meat Bird,24-May-22,True,Confirmation Date,5/24/2022 12:00:00 AM,"Meeker, Minnesota",Minnesota,True,Commercial Turkey Meat Bird,Turkey,"73,200",73200
4/9/2024 12:00:00 AM,Michigan,Ionia,Ionia 02,Commercial Table Egg Layer,25-May-24,True,Confirmation Date,5/25/2024 12:00:00 AM,"Ionia, Michigan",Michigan,True,Commercial Table Egg Layer,Chicken,"2,147,500",2147500
11/7/2025 12:00:00 AM,Indiana,Lagrange,LaGrange 12,Commercial Duck Meat Bird,05-Dec-25,True,Confirmation Date,12/5/2025 12:00:00 AM,"Lagrange, Indiana",Indiana,True,Commercial Duck Meat Bird,Duck,"8,300",8300
8/22/2022 12:00:00 AM,California,Fresno,Fresno 01,Commercial Broiler Breeder,24-Sep-22,True,Confirmation Date,9/24/2022 12:00:00 AM,"Fresno, California",California,True,Commercial Broiler Breeder,Chicken,"33,900",33900
3/24/2025 12:00:00 AM,Michigan,Ingham,Ingham 02,WOAH Non-Poultry,NA,True,Confirmation Date,,"Ingham, Michigan",Michigan,False,WOAH Non-Poultry,Chicken,20,20
2/23/2022 12:00:00 AM,Maine,Knox,Knox 02,WOAH Non-Poultry,11-Mar-22,True,Confirmation Date,3/11/2022 12:00:00 AM,"Knox, Maine",Maine,True,WOAH Non-Poultry,Chicken,100,100
2/14/2025 12:00:00 AM,Indiana,Jay,Jay 06,Commercial Table Egg Layer,01-Apr-25,True,Confirmation Date,4/1/2025 12:00:00 AM,"Jay, Indiana",Indiana,True,Commercial Table Egg Layer,Chicken,"1,454,600",1454600
4/2/2022 12:00:00 AM,North Carolina,Johnston,Johnston 03,Commercial Turkey Meat Bird,29-Apr-22,True,Confirmation Date,4/29/2022 12:00:00 AM,"Johnston, North Carolina",North Carolina,True,Commercial Turkey Meat Bird,Turkey,"18,900",18900
11/25/2022 12:00:00 AM,South Dakota,Beadle,Beadle 07,Commercial Turkey Meat Bird,12-Dec-22,True,Confirmation Date,12/12/2022 12:00:00 AM,"Beadle, South Dakota",South Dakota,True,Commercial Turkey Meat Bird,Turkey,"50,700",50700
11/27/2024 12:00:00 AM,Utah,Sanpete,Sanpete 21,Commercial Turkey Meat Bird,23-Dec-24,True,Confirmation Date,12/23/2024 12:00:00 AM,"Sanpete, Utah",Utah,True,Commercial Turkey Meat Bird,Turkey,"51,800",51800
9/24/2025 12:00:00 AM,South Dakota,Hamlin,Hamlin 06,Commercial Turkey Meat Bird,19-Oct-25,True,Confirmation Date,10/19/2025 12:00:00 AM,"Hamlin, South Dakota",South Dakota,True,Commercial Turkey Meat Bird,Turkey,"52,200",52200
3/14/2022 12:00:00 AM,Wisconsin,Jefferson,Jefferson 01,Commercial Table Egg Layer,13-May-22,True,Confirmation Date,5/13/2022 12:00:00 AM,"Jefferson, Wisconsin",Wisconsin,True,Commercial Table Egg Layer,Chicken,"2,750,700",2750700
5/17/2022 12:00:00 AM,Idaho,Canyon,Canyon 04,WOAH Non-Poultry,03-Jun-22,True,Confirmation Date,6/3/2022 12:00:00 AM,"Canyon, Idaho",Idaho,True,WOAH Non-Poultry,Chicken,50,50
4/30/2022 12:00:00 AM,Oklahoma,Sequoyah,Sequoyah 01,Commercial Broiler Breeder,19-May-22,True,Confirmation Date,5/19/2022 12:00:00 AM,"Sequoyah, Oklahoma",Oklahoma,True,Commercial Broiler Breeder,Chicken,"13,800",13800
11/13/2024 12:00:00 AM,Arizona,Pinal,Pinal 01,Commercial Table Egg Layer,20-Dec-24,True,Confirmation Date,12/20/2024 12:00:00 AM,"Pinal, Arizona",Arizona,True,Commercial Table Egg Layer,Chicken,"829,200",829200
12/15/2025 12:00:00 AM,Kansas,Smith,Smith 01,WOAH Poultry,30-Dec-25,True,Confirmation Date,12/30/2025 12:00:00 AM,"Smith, Kansas",Kansas,True,WOAH Poultry,Chicken,250,250
10/23/2024 12:00:00 AM,Oregon,Clackamas,Clackamas 03,Commercial Table Egg Layer,29-Nov-24,True,Confirmation Date,11/29/2024 12:00:00 AM,"Clackamas, Oregon",Oregon,True,Commercial Table Egg Layer,Chicken,"150,000",150000
4/15/2024 12:00:00 AM,New Mexico,Roosevelt,Roosevelt 02,Commercial Breeder (Multiple Bird Species),29-May-24,True,Confirmation Date,5/29/2024 12:00:00 AM,"Roosevelt, New Mexico",New Mexico,True,Commercial Breeder (Multiple Bird Species),Chicken,"15,900",15900
2/5/2025 12:00:00 AM,Pennsylvania,Cumberland,Cumberland 01,Commercial Broiler Production,01-Mar-25,True,Confirmation Date,3/1/2025 12:00:00 AM,"Cumberland, Pennsylvania",Pennsylvania,True,Commercial Broiler Production,Chicken,"26,400",26400
9/13/2022 12:00:00 AM,Minnesota,Stearns,Stearns 10,Commercial Turkey Meat Bird,29-Sep-22,True,Confirmation Date,9/29/2022 12:00:00 AM,"Stearns, Minnesota",Minnesota,True,Commercial Turkey Meat Bird,Turkey,"69,400",69400
12/5/2025 12:00:00 AM,South Dakota,Kingsbury,Kingsbury 08,Commercial Turkey Meat Bird,21-Dec-25,True,Confirmation Date,12/21/2025 12:00:00 AM,"Kingsbury, South Dakota",South Dakota,True,Commercial Turkey Meat Bird,Turkey,"38,700",38700
1/2/2026 12:00:00 AM,Kansas,Nemaha,Nemaha 01,Commercial Raised for Release Upland Game Bird,14-Jan-26,True,Confirmation Date,1/14/2026 12:00:00 AM,"Nemaha, Kansas",Kansas,True,Commercial Raised for Release Upland Game Bird,Pheasant,"4,600",4600
10/18/2022 12:00:00 AM,North Dakota,Traill,Traill 01,WOAH Non-Poultry,31-Oct-22,True,Confirmation Date,10/31/2022 12:00:00 AM,"Traill, North Dakota",North Dakota,True,WOAH Non-Poultry,Chicken,90,90
12/12/2025 12:00:00 AM,South Dakota,Marshall,Marshall 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"Marshall, South Dakota",South Dakota,False,WOAH Non-Poultry,Chicken,40,40
5/11/2022 12:00:00 AM,Idaho,Ada,Ada 02,WOAH Non-Poultry,26-May-22,True,Confirmation Date,5/26/2022 12:00:00 AM,"Ada, Idaho",Idaho,True,WOAH Non-Poultry,Chicken,4,4
1/25/2023 12:00:00 AM,Virginia,Rockingham,Rockingham 02,Commercial Turkey Meat Bird,16-Feb-23,True,Confirmation Date,2/16/2023 12:00:00 AM,"Rockingham, Virginia",Virginia,True,Commercial Turkey Meat Bird,Turkey,"11,100",11100
11/2/2022 12:00:00 AM,Pennsylvania,Allegheny,Allegheny 01,WOAH Non-Poultry,18-Nov-22,True,Confirmation Date,11/18/2022 12:00:00 AM,"Allegheny, Pennsylvania",Pennsylvania,True,WOAH Non-Poultry,Chicken,20,20
11/1/2024 12:00:00 AM,Oregon,Jackson,Jackson 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"Jackson, Oregon",Oregon,False,WOAH Non-Poultry,Goose,60,60
3/7/2025 12:00:00 AM,New York,Bronx,Bronx 04,Live Bird Market,NA,True,Confirmation Date,,"Bronx, New York",New York,False,Live Bird Market,Guinea Fowl,"1,000",1000
5/5/2023 12:00:00 AM,Indiana,Posey,Posey 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"Posey, Indiana",Indiana,False,WOAH Non-Poultry,Chicken,20,20
4/5/2022 12:00:00 AM,New York,Orleans,Orleans 01,WOAH Poultry,NA,True,Confirmation Date,5/10/2022 12:00:00 AM,"Orleans, New York",New York,False,WOAH Poultry,Chicken,30,30
12/19/2023 12:00:00 AM,California,Sonoma,Sonoma 09,Commercial Duck Meat Bird,28-Feb-24,True,Confirmation Date,2/28/2024 12:00:00 AM,"Sonoma, California",California,True,Commercial Duck Meat Bird,Duck,"3,600",3600
1/27/2025 12:00:00 AM,New York,Ulster,Ulster 02,WOAH Non-Poultry,NA,True,Confirmation Date,,"Ulster, New York",New York,False,WOAH Non-Poultry,Poultry,60,60
2/9/2026 12:00:00 AM,California,Sonoma,Sonoma 17,Commercial Broiler Production,28-Feb-26,True,Confirmation Date,2/28/2026 12:00:00 AM,"Sonoma, California",California,True,Commercial Broiler Production,Chicken,"86,600",86600
10/25/2022 12:00:00 AM,Utah,Sanpete,Sanpete 18,Commercial Turkey Meat Bird,17-Nov-22,True,Confirmation Date,11/17/2022 12:00:00 AM,"Sanpete, Utah",Utah,True,Commercial Turkey Meat Bird,Turkey,"3,900",3900
10/29/2025 12:00:00 AM,Indiana,Lagrange,Lagrange 06,WOAH Poultry,15-Nov-25,True,Confirmation Date,11/15/2025 12:00:00 AM,"Lagrange, Indiana",Indiana,True,WOAH Poultry,Chicken,"19,800",19800
9/15/2022 12:00:00 AM,California,Fresno,Fresno 05,Commercial Broiler Breeder,15-Oct-22,True,Confirmation Date,10/15/2022 12:00:00 AM,"Fresno, California",California,True,Commercial Broiler Breeder,Chicken,"15,900",15900
8/11/2022 12:00:00 AM,Pennsylvania,Northampton,Northampton 01,WOAH Poultry,02-Sep-22,True,Confirmation Date,9/2/2022 12:00:00 AM,"Northampton, Pennsylvania",Pennsylvania,True,WOAH Poultry,Poultry,90,90
