Confirmed,State,County Name,Special Id,Production,Control Area Released,Search filter,Table Sort Filter,Control Zone Release,"County, State",Incident Site Name,ip_control_zone_ps,Production Type Name,Species Name,Birds Affected,Flock Herd Inventory
3/2/2026 12:00:00 AM,New Jersey,Monmouth,Monmouth 02,WOAH Non-Poultry,NA,True,Confirmation Date,,"Monmouth, New Jersey",New Jersey,False,WOAH Non-Poultry,Chicken,9,9
3/14/2024 12:00:00 AM,Oregon,Klamath,Klamath 02,WOAH Non-Poultry,NA,True,Confirmation Date,,"Klamath, Oregon",Oregon,False,WOAH Non-Poultry,Chicken,10,10
10/12/2022 12:00:00 AM,Wyoming,Fremont,Fremont 02,WOAH Non-Poultry,03-Nov-22,True,Confirmation Date,11/3/2022 12:00:00 AM,"Fremont, Wyoming",Wyoming,True,WOAH Non-Poultry,Chicken,30,30
2/26/2026 12:00:00 AM,New York,Queens,Queens 22,Live Bird Market,NA,True,Confirmation Date,,"Queens, New York",New York,False,Live Bird Market,Chicken,510,510
2/14/2025 12:00:00 AM,Indiana,Washington,Washington 01,Commercial Turkey Meat Bird,13-Mar-25,True,Confirmation Date,3/13/2025 12:00:00 AM,"Washington, Indiana",Indiana,True,Commercial Turkey Meat Bird,Turkey,"14,100",14100
4/14/2025 12:00:00 AM,Ohio,Darke,Darke 26,Commercial Table Egg Layer,03-May-25,True,Confirmation Date,5/3/2025 12:00:00 AM,"Darke, Ohio",Ohio,True,Commercial Table Egg Layer,Chicken,"293,300",293300
1/8/2026 12:00:00 AM,Texas,Carson,Carson 02,WOAH Non-Poultry,NA,True,Confirmation Date,,"Carson, Texas",Texas,False,WOAH Non-Poultry,Chicken,20,20
1/28/2025 12:00:00 AM,Indiana,Shelby,Shelby 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"Shelby, Indiana",Indiana,False,WOAH Non-Poultry,Poultry,60,60
10/8/2025 12:00:00 AM,Montana,Cascade,Cascade 04,WOAH Non-Poultry,NA,True,Confirmation Date,,"Cascade, Montana",Montana,False,WOAH Non-Poultry,Goose,70,70
4/7/2022 12:00:00 AM,North Carolina,Wayne,Wayne 05,Commercial Turkey Meat Bird,05-May-22,True,Confirmation Date,5/5/2022 12:00:00 AM,"Wayne, North Carolina",North Carolina,True,Commercial Turkey Meat Bird,Turkey,"18,500",18500
6/9/2022 12:00:00 AM,Washington,Yakima,Yakima 01,WOAH Non-Poultry,01-Jul-22,True,Confirmation Date,7/1/2022 12:00:00 AM,"Yakima, Washington",Washington,True,WOAH Non-Poultry,Chicken,70,70
10/14/2025 12:00:00 AM,Oregon,Malheur,Malheur 02,WOAH Non-Poultry,NA,True,Confirmation Date,,"Malheur, Oregon",Oregon,False,WOAH Non-Poultry,Chicken,70,70
12/5/2023 12:00:00 AM,California,Stanislaus,Stanislaus 03,Commercial Broiler Production,25-Dec-23,True,Confirmation Date,12/25/2023 12:00:00 AM,"Stanislaus, California",California,True,Commercial Broiler Production,Chicken,"254,400",254400
11/18/2022 12:00:00 AM,North Carolina,Union,Union 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"Union, North Carolina",North Carolina,False,WOAH Non-Poultry,Chicken,50,50
9/14/2022 12:00:00 AM,Minnesota,Meeker,Meeker 08,Commercial Turkey Meat Bird,06-Oct-22,True,Confirmation Date,10/6/2022 12:00:00 AM,"Meeker, Minnesota",Minnesota,True,Commercial Turkey Meat Bird,Turkey,"61,400",61400
12/10/2024 12:00:00 AM,South Dakota,Moody,Moody 02,Commercial Turkey Meat Bird,26-Dec-24,True,Confirmation Date,12/26/2024 12:00:00 AM,"Moody, South Dakota",South Dakota,True,Commercial Turkey Meat Bird,Turkey,"46,700",46700
12/13/2022 12:00:00 AM,Oregon,Columbia,Columbia 02,WOAH Non-Poultry,NA,True,Confirmation Date,,"Columbia, Oregon",Oregon,False,WOAH Non-Poultry,Duck,100,100
9/30/2025 12:00:00 AM,Montana,Broadwater,Broadwater 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"Broadwater, Montana",Montana,False,WOAH Non-Poultry,Chicken,8,8
10/9/2025 12:00:00 AM,Oregon,Deschutes,Deschutes 10,WOAH Non-Poultry,NA,True,Confirmation Date,,"Deschutes, Oregon",Oregon,False,WOAH Non-Poultry,Multiple Poultry Species,20,20
1/3/2025 12:00:00 AM,Idaho,Canyon,Canyon 15,WOAH Non-Poultry,NA,True,Confirmation Date,,"Canyon, Idaho",Idaho,False,WOAH Non-Poultry,Chicken,20,20
12/31/2024 12:00:00 AM,California,Riverside,Riverside 03,Commercial Table Egg Layer,15-Feb-25,True,Confirmation Date,2/15/2025 12:00:00 AM,"Riverside, California",California,True,Commercial Table Egg Layer,Chicken,"181,300",181300
2/4/2025 12:00:00 AM,Maryland,Worcester,Worcester 01,Commercial Broiler Production,26-Feb-25,True,Confirmation Date,2/26/2025 12:00:00 AM,"Worcester, Maryland",Maryland,True,Commercial Broiler Production,Chicken,"168,300",168300
5/10/2022 12:00:00 AM,Washington,Pierce,Pierce 02,WOAH Non-Poultry,10-Jun-22,True,Confirmation Date,6/10/2022 12:00:00 AM,"Pierce, Washington",Washington,True,WOAH Non-Poultry,Chicken,20,20
3/20/2024 12:00:00 AM,Texas,Deaf Smith,Deaf Smith 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"Deaf Smith, Texas",Texas,False,WOAH Non-Poultry,Chicken,50,50
2/18/2026 12:00:00 AM,South Dakota,Charles Mix,Charles Mix 15,Commercial Turkey Meat Bird,Active,True,Confirmation Date,,"Charles Mix, South Dakota",South Dakota,True,Commercial Turkey Meat Bird,Turkey,"55,600",55600
12/17/2024 12:00:00 AM,Nebraska,Lancaster,Lancaster 01,WOAH Poultry,31-Dec-24,True,Confirmation Date,12/31/2024 12:00:00 AM,"Lancaster, Nebraska",Nebraska,True,WOAH Poultry,Multiple Poultry Species,290,290
1/9/2025 12:00:00 AM,Georgia,Clayton,Clayton 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"Clayton, Georgia",Georgia,False,WOAH Non-Poultry,Multiple Poultry Species,10,10
9/19/2022 12:00:00 AM,Nebraska,Dawes,Dawes 01,WOAH Non-Poultry,06-Oct-22,True,Confirmation Date,10/6/2022 12:00:00 AM,"Dawes, Nebraska",Nebraska,True,WOAH Non-Poultry,Chicken,40,40
4/26/2022 12:00:00 AM,Iowa,Kossuth,Kossuth 01,WOAH Non-Poultry,08-May-22,True,Confirmation Date,5/8/2022 12:00:00 AM,"Kossuth, Iowa",Iowa,True,WOAH Non-Poultry,Poultry,4,4
12/11/2023 12:00:00 AM,Minnesota,Olmsted,Olmsted 01,Commercial Turkey Breeder Hens,05-Jan-24,True,Confirmation Date,1/5/2024 12:00:00 AM,"Olmsted, Minnesota",Minnesota,True,Commercial Turkey Breeder Hens,Turkey,"14,400",14400
9/20/2022 12:00:00 AM,South Dakota,Clark,Clark 04,Commercial Turkey Meat Bird,11-Oct-22,True,Confirmation Date,10/11/2022 12:00:00 AM,"Clark, South Dakota",South Dakota,True,Commercial Turkey Meat Bird,Turkey,"41,700",41700
2/2/2026 12:00:00 AM,Washington,Yakima,Yakima 06,WOAH Non-Poultry,NA,True,Confirmation Date,,"Yakima, Washington",Washington,False,WOAH Non-Poultry,Multiple Poultry Species,30,30
2/20/2024 12:00:00 AM,North Carolina,Duplin,Duplin 01,Commercial Turkey Meat Bird,11-Mar-24,True,Confirmation Date,3/11/2024 12:00:00 AM,"Duplin, North Carolina",North Carolina,True,Commercial Turkey Meat Bird,Turkey,"20,900",20900
12/9/2024 12:00:00 AM,California,Kern,Kern 03,WOAH Poultry,24-Jan-25,True,Confirmation Date,1/24/2025 12:00:00 AM,"Kern, California",California,True,WOAH Poultry,Chicken,"45,400",45400
1/4/2025 12:00:00 AM,Michigan,Ottawa,Ottawa 07,Commercial Turkey Meat Bird,11-Feb-25,True,Confirmation Date,2/11/2025 12:00:00 AM,"Ottawa, Michigan",Michigan,True,Commercial Turkey Meat Bird,Turkey,"55,200",55200
1/3/2025 12:00:00 AM,Idaho,Canyon,Canyon 17,WOAH Non-Poultry,NA,True,Confirmation Date,,"Canyon, Idaho",Idaho,False,WOAH Non-Poultry,Chicken,20,20
10/20/2022 12:00:00 AM,Colorado,Jefferson,Jefferson 02,WOAH Poultry,03-Nov-22,True,Confirmation Date,11/3/2022 12:00:00 AM,"Jefferson, Colorado",Colorado,True,WOAH Poultry,Poultry,50,50
12/7/2023 12:00:00 AM,Michigan,Montmorency,Montmorency 01,WOAH Poultry,21-Mar-24,True,Confirmation Date,3/21/2024 12:00:00 AM,"Montmorency, Michigan",Michigan,True,WOAH Poultry,Chicken,100,100
4/19/2022 12:00:00 AM,Minnesota,Kandiyohi,Kandiyohi 07,Commercial Turkey Meat Bird,23-May-22,True,Confirmation Date,5/23/2022 12:00:00 AM,"Kandiyohi, Minnesota",Minnesota,True,Commercial Turkey Meat Bird,Turkey,"38,700",38700
5/5/2025 12:00:00 AM,North Dakota,Kidder,Kidder 02,WOAH Poultry,27-May-25,True,Confirmation Date,5/27/2025 12:00:00 AM,"Kidder, North Dakota",North Dakota,True,WOAH Poultry,Goose,310,310
10/25/2024 12:00:00 AM,Washington,Lewis,Lewis 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"Lewis, Washington",Washington,False,WOAH Non-Poultry,Multiple Poultry Species,60,60
1/24/2025 12:00:00 AM,Ohio,Mercer,Mercer 08,Commercial Turkey Meat Bird,20-Feb-25,True,Confirmation Date,2/20/2025 12:00:00 AM,"Mercer, Ohio",Ohio,True,Commercial Turkey Meat Bird,Turkey,"19,600",19600
4/21/2022 12:00:00 AM,North Dakota,Richland,Richland 01,Commercial Turkey Meat Bird,16-May-22,True,Confirmation Date,5/16/2022 12:00:00 AM,"Richland, North Dakota",North Dakota,True,Commercial Turkey Meat Bird,Turkey,"27,500",27500
2/2/2025 12:00:00 AM,Iowa,O'brien,O'Brien 02,Commercial Table Egg Layer,02-Mar-25,True,Confirmation Date,3/2/2025 12:00:00 AM,"O'brien, Iowa",Iowa,True,Commercial Table Egg Layer,Chicken,"241,600",241600
2/12/2022 12:00:00 AM,Kentucky,Fulton,Fulton 01,Commercial Broiler Production,15-Mar-22,True,Confirmation Date,3/15/2022 12:00:00 AM,"Fulton, Kentucky",Kentucky,True,Commercial Broiler Production,Chicken,"231,400",231400
2/12/2025 12:00:00 AM,Minnesota,Crow Wing,Crow Wing 02,WOAH Non-Poultry,NA,True,Confirmation Date,,"Crow Wing, Minnesota",Minnesota,False,WOAH Non-Poultry,Multiple Poultry Species,160,160
5/9/2022 12:00:00 AM,Idaho,Canyon,Canyon 01,WOAH Poultry,25-May-22,True,Confirmation Date,5/25/2022 12:00:00 AM,"Canyon, Idaho",Idaho,True,WOAH Poultry,Poultry,50,50
1/9/2023 12:00:00 AM,California,Sonoma,Sonoma 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"Sonoma, California",California,False,WOAH Non-Poultry,Chicken,20,20
12/27/2024 12:00:00 AM,Ohio,Darke,Darke 04,Commercial Table Egg Layer,23-Feb-25,True,Confirmation Date,2/23/2025 12:00:00 AM,"Darke, Ohio",Ohio,True,Commercial Table Egg Layer,Chicken,"931,300",931300
1/31/2025 12:00:00 AM,Ohio,Darke,Darke 20,Commercial Turkey Meat Bird,21-Feb-25,True,Confirmation Date,2/21/2025 12:00:00 AM,"Darke, Ohio",Ohio,True,Commercial Turkey Meat Bird,Turkey,"11,700",11700
4/27/2022 12:00:00 AM,Nebraska,Knox,Knox 01,Commercial Table Egg Layer,17-Jun-22,True,Confirmation Date,6/17/2022 12:00:00 AM,"Knox, Nebraska",Nebraska,True,Commercial Table Egg Layer,Chicken,"2,118,000",2118000
8/30/2022 12:00:00 AM,California,Sacramento,Sacramento 02,Commercial Turkey Meat Bird,22-Sep-22,True,Confirmation Date,9/22/2022 12:00:00 AM,"Sacramento, California",California,True,Commercial Turkey Meat Bird,Turkey,"97,000",97000
5/11/2022 12:00:00 AM,Washington,Clallam,Clallam 02,WOAH Non-Poultry,04-Jun-22,True,Confirmation Date,6/4/2022 12:00:00 AM,"Clallam, Washington",Washington,True,WOAH Non-Poultry,Chicken,10,10
4/19/2022 12:00:00 AM,Colorado,La Plata,La Plata 01,WOAH Poultry,03-May-22,True,Confirmation Date,5/3/2022 12:00:00 AM,"La Plata, Colorado",Colorado,True,WOAH Poultry,Poultry,40,40
12/12/2022 12:00:00 AM,Iowa,Sac,Sac 03,Commercial Turkey Meat Bird,15-Jan-23,True,Confirmation Date,1/15/2023 12:00:00 AM,"Sac, Iowa",Iowa,True,Commercial Turkey Meat Bird,Turkey,"50,000",50000
1/9/2025 12:00:00 AM,Texas,Brazoria,Brazoria 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"Brazoria, Texas",Texas,False,WOAH Non-Poultry,Chicken,90,90
12/7/2023 12:00:00 AM,Arkansas,Carroll,Carroll 02,Commercial Turkey Meat Bird,28-Dec-23,True,Confirmation Date,12/28/2023 12:00:00 AM,"Carroll, Arkansas",Arkansas,True,Commercial Turkey Meat Bird,Turkey,"33,300",33300
11/13/2025 12:00:00 AM,New Hampshire,Rockingham,Rockingham 02,WOAH Non-Poultry,NA,True,Confirmation Date,,"Rockingham, New Hampshire",New Hampshire,False,WOAH Non-Poultry,Chicken,40,40
12/30/2024 12:00:00 AM,Nebraska,Johnson,Johnson 01,Commercial Broiler Production,21-Jan-25,True,Confirmation Date,1/21/2025 12:00:00 AM,"Johnson, Nebraska",Nebraska,True,Commercial Broiler Production,Chicken,"209,100",209100
3/11/2024 12:00:00 AM,Texas,Moore,Moore 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"Moore, Texas",Texas,False,WOAH Non-Poultry,Duck,280,280
10/17/2024 12:00:00 AM,Washington,Kitsap,Kitsap 03,WOAH Non-Poultry,NA,True,Confirmation Date,,"Kitsap, Washington",Washington,False,WOAH Non-Poultry,Multiple Poultry Species,60,60
6/27/2024 12:00:00 AM,Minnesota,Otter Tail,Otter Tail 12,Commercial Turkey Meat Bird,18-Jul-24,True,Confirmation Date,7/18/2024 12:00:00 AM,"Otter Tail, Minnesota",Minnesota,True,Commercial Turkey Meat Bird,Turkey,"67,400",67400
3/29/2022 12:00:00 AM,Minnesota,Kandiyohi,Kandiyohi 01,Commercial Turkey Meat Bird,22-May-22,True,Confirmation Date,5/22/2022 12:00:00 AM,"Kandiyohi, Minnesota",Minnesota,True,Commercial Turkey Meat Bird,Turkey,"39,500",39500
1/13/2026 12:00:00 AM,Delaware,Kent,Kent 08,Commercial Broiler Production,30-Jan-26,True,Confirmation Date,1/30/2026 12:00:00 AM,"Kent, Delaware",Delaware,True,Commercial Broiler Production,Chicken,"147,900",147900
2/12/2025 12:00:00 AM,Colorado,Weld,Weld 16,WOAH Non-Poultry,NA,True,Confirmation Date,,"Weld, Colorado",Colorado,False,WOAH Non-Poultry,Poultry,20,20
7/19/2024 12:00:00 AM,Florida,Miami-dade,Miami-Dade 04,Live Bird Market,NA,True,Confirmation Date,,"Miami-dade, Florida",Florida,False,Live Bird Market,Chicken,390,390
2/21/2025 12:00:00 AM,Indiana,Washington,Washington 02,Commercial Turkey Meat Bird,13-Mar-25,True,Confirmation Date,3/13/2025 12:00:00 AM,"Washington, Indiana",Indiana,True,Commercial Turkey Meat Bird,Turkey,"19,400",19400
2/21/2023 12:00:00 AM,Nebraska,Lincoln,Lincoln 01,WOAH Poultry,09-Mar-23,True,Confirmation Date,3/9/2023 12:00:00 AM,"Lincoln, Nebraska",Nebraska,True,WOAH Poultry,Chicken,420,420
4/20/2022 12:00:00 AM,Minnesota,Todd,Todd 03,Commercial Turkey Meat Bird,22-May-22,True,Confirmation Date,5/22/2022 12:00:00 AM,"Todd, Minnesota",Minnesota,True,Commercial Turkey Meat Bird,Turkey,"30,300",30300
3/22/2022 12:00:00 AM,South Dakota,Hanson,Hanson 02,Commercial Turkey Meat Bird,14-Apr-22,True,Confirmation Date,4/14/2022 12:00:00 AM,"Hanson, South Dakota",South Dakota,True,Commercial Turkey Meat Bird,Turkey,"94,600",94600
12/7/2023 12:00:00 AM,Ohio,Hardin,Hardin 01,Commercial Table Egg Layer,12-Mar-24,True,Confirmation Date,3/12/2024 12:00:00 AM,"Hardin, Ohio",Ohio,True,Commercial Table Egg Layer,Chicken,"2,613,600",2613600
1/22/2026 12:00:00 AM,Pennsylvania,Lancaster,Lancaster 49,WOAH Poultry,09-Feb-26,True,Confirmation Date,2/9/2026 12:00:00 AM,"Lancaster, Pennsylvania",Pennsylvania,True,WOAH Poultry,Goose,"1,500",1500
1/30/2025 12:00:00 AM,Missouri,Mcdonald,McDonald 03,Commercial Turkey Meat Bird,04-Mar-25,True,Confirmation Date,3/4/2025 12:00:00 AM,"Mcdonald, Missouri",Missouri,True,Commercial Turkey Meat Bird,Turkey,"11,700",11700
12/5/2024 12:00:00 AM,California,San Joaquin,San Joaquin 06,Commercial Duck Meat Bird,12-Jan-25,True,Confirmation Date,1/12/2025 12:00:00 AM,"San Joaquin, California",California,True,Commercial Duck Meat Bird,Duck,"13,000",13000
10/7/2025 12:00:00 AM,Montana,Park,Park 02,WOAH Non-Poultry,NA,True,Confirmation Date,,"Park, Montana",Montana,False,WOAH Non-Poultry,Chicken,30,30
7/12/2022 12:00:00 AM,Oregon,Deschutes,Deschutes 01,WOAH Poultry,15-Aug-22,True,Confirmation Date,8/15/2022 12:00:00 AM,"Deschutes, Oregon",Oregon,True,WOAH Poultry,Poultry,100,100
11/16/2023 12:00:00 AM,Iowa,Benton,Benton 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"Benton, Iowa",Iowa,False,WOAH Non-Poultry,Multiple Poultry Species,90,90
11/2/2022 12:00:00 AM,Arizona,Yavapai,Yavapai 01,WOAH Non-Poultry,21-Nov-22,True,Confirmation Date,11/21/2022 12:00:00 AM,"Yavapai, Arizona",Arizona,True,WOAH Non-Poultry,Chicken,50,50
3/23/2022 12:00:00 AM,South Dakota,Kingsbury,Kingsbury 02,Commercial Table Egg Layer,20-Apr-22,True,Confirmation Date,4/20/2022 12:00:00 AM,"Kingsbury, South Dakota",South Dakota,True,Commercial Table Egg Layer,Chicken,"120,300",120300
2/7/2025 12:00:00 AM,Pennsylvania,Lebanon,Lebanon 02,Commercial Broiler Production,04-Mar-25,True,Confirmation Date,3/4/2025 12:00:00 AM,"Lebanon, Pennsylvania",Pennsylvania,True,Commercial Broiler Production,Chicken,"53,500",53500
1/22/2026 12:00:00 AM,Arkansas,Arkansas,Arkansas 02,WOAH Non-Poultry,NA,True,Confirmation Date,,"Arkansas, Arkansas",Arkansas,False,WOAH Non-Poultry,Chicken,10,10
1/12/2023 12:00:00 AM,California,Tehama,Tehama 01,WOAH Poultry,13-Feb-23,True,Confirmation Date,2/13/2023 12:00:00 AM,"Tehama, California",California,True,WOAH Poultry,Chicken,"23,700",23700
1/15/2025 12:00:00 AM,Idaho,Owyhee,Owyhee 02,WOAH Non-Poultry,NA,True,Confirmation Date,,"Owyhee, Idaho",Idaho,False,WOAH Non-Poultry,Chicken,30,30
11/15/2023 12:00:00 AM,North Dakota,Mcintosh,McIntosh 02,WOAH Poultry,21-Dec-23,True,Confirmation Date,12/21/2023 12:00:00 AM,"Mcintosh, North Dakota",North Dakota,True,WOAH Poultry,Chicken,100,100
3/12/2022 12:00:00 AM,Maine,Lincoln,Lincoln 01,WOAH Non-Poultry,02-Apr-22,True,Confirmation Date,4/2/2022 12:00:00 AM,"Lincoln, Maine",Maine,True,WOAH Non-Poultry,Chicken,100,100
12/4/2024 12:00:00 AM,California,Stanislaus,Stanislaus 08,Commercial Table Egg Layer,04-Feb-25,True,Confirmation Date,2/4/2025 12:00:00 AM,"Stanislaus, California",California,True,Commercial Table Egg Layer,Chicken,"720,800",720800
12/6/2023 12:00:00 AM,South Dakota,Hamlin,Hamlin 05,Commercial Turkey Meat Bird,24-Dec-23,True,Confirmation Date,12/24/2023 12:00:00 AM,"Hamlin, South Dakota",South Dakota,True,Commercial Turkey Meat Bird,Turkey,"56,200",56200
3/29/2022 12:00:00 AM,South Dakota,Edmunds,Edmunds 02,Commercial Turkey Breeder Hens,05-May-22,True,Confirmation Date,5/5/2022 12:00:00 AM,"Edmunds, South Dakota",South Dakota,True,Commercial Turkey Breeder Hens,Turkey,"21,900",21900
11/18/2025 12:00:00 AM,Indiana,Lagrange,LaGrange 34,WOAH Poultry,20-Dec-25,True,Confirmation Date,12/20/2025 12:00:00 AM,"Lagrange, Indiana",Indiana,True,WOAH Poultry,Chicken,"28,300",28300
12/26/2023 12:00:00 AM,California,Merced,Merced 07,Commercial Table Egg Layer,12-Feb-24,True,Confirmation Date,2/12/2024 12:00:00 AM,"Merced, California",California,True,Commercial Table Egg Layer,Chicken,"709,000",709000
12/28/2022 12:00:00 AM,Kansas,Elk,Elk 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"Elk, Kansas",Kansas,False,WOAH Non-Poultry,Chicken,30,30
12/21/2022 12:00:00 AM,Oregon,Umatilla,Umatilla 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"Umatilla, Oregon",Oregon,False,WOAH Non-Poultry,Chicken,10,10
3/28/2025 12:00:00 AM,Indiana,Kosciusko,Kosciusko 01,Commercial Table Egg Pullets,19-Apr-25,True,Confirmation Date,4/19/2025 12:00:00 AM,"Kosciusko, Indiana",Indiana,True,Commercial Table Egg Pullets,Chicken,"21,600",21600
5/10/2022 12:00:00 AM,Minnesota,Todd,Todd 06,WOAH Non-Poultry,26-May-22,True,Confirmation Date,5/26/2022 12:00:00 AM,"Todd, Minnesota",Minnesota,True,WOAH Non-Poultry,Chicken,50,50
2/21/2024 12:00:00 AM,Missouri,Dallas,Dallas 02,Commercial Turkey Meat Bird,16-Mar-24,True,Confirmation Date,3/16/2024 12:00:00 AM,"Dallas, Missouri",Missouri,True,Commercial Turkey Meat Bird,Turkey,"31,000",31000
2/19/2022 12:00:00 AM,Maine,Knox,Knox 01,WOAH Non-Poultry,11-Mar-22,True,Confirmation Date,3/11/2022 12:00:00 AM,"Knox, Maine",Maine,True,WOAH Non-Poultry,Chicken,30,30
4/29/2022 12:00:00 AM,Wisconsin,Barron,Barron 03,WOAH Non-Poultry,27-May-22,True,Confirmation Date,5/27/2022 12:00:00 AM,"Barron, Wisconsin",Wisconsin,True,WOAH Non-Poultry,Poultry,150,150
2/19/2026 12:00:00 AM,Indiana,Boone,Boone 01,Commercial Turkey Breeder Hens,Active,True,Confirmation Date,,"Boone, Indiana",Indiana,True,Commercial Turkey Breeder Hens,Turkey,"18,700",18700
2/13/2023 12:00:00 AM,Missouri,Carroll,Carroll 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"Carroll, Missouri",Missouri,False,WOAH Non-Poultry,Chicken,9,9
11/21/2025 12:00:00 AM,Indiana,Elkhart,Elkhart 15,Commercial Duck Meat Bird,09-Dec-25,True,Confirmation Date,12/9/2025 12:00:00 AM,"Elkhart, Indiana",Indiana,True,Commercial Duck Meat Bird,Duck,"6,800",6800
7/26/2022 12:00:00 AM,Utah,Sanpete,Sanpete 03,Commercial Turkey Meat Bird,24-Aug-22,True,Confirmation Date,8/24/2022 12:00:00 AM,"Sanpete, Utah",Utah,True,Commercial Turkey Meat Bird,Turkey,"12,700",12700
4/29/2022 12:00:00 AM,Minnesota,Stearns,Stearns 09,Commercial Turkey Breeder Hens,02-Jun-22,True,Confirmation Date,6/2/2022 12:00:00 AM,"Stearns, Minnesota",Minnesota,True,Commercial Turkey Breeder Hens,Turkey,"9,600",9600
11/21/2025 12:00:00 AM,Nebraska,Keith,Keith 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"Keith, Nebraska",Nebraska,False,WOAH Non-Poultry,Multiple Poultry Species,90,90
4/8/2022 12:00:00 AM,Minnesota,Renville,Renville 01,Commercial Turkey Meat Bird,11-May-22,True,Confirmation Date,5/11/2022 12:00:00 AM,"Renville, Minnesota",Minnesota,True,Commercial Turkey Meat Bird,Turkey,"76,400",76400
3/28/2022 12:00:00 AM,Iowa,Guthrie,Guthrie 01,Commercial Table Egg Layer,10-Jun-22,True,Confirmation Date,6/10/2022 12:00:00 AM,"Guthrie, Iowa",Iowa,True,Commercial Table Egg Layer,Chicken,"1,460,000",1460000
11/21/2025 12:00:00 AM,Indiana,Lagrange,LaGrange 41,Commercial Duck Meat Bird,21-Dec-25,True,Confirmation Date,12/21/2025 12:00:00 AM,"Lagrange, Indiana",Indiana,True,Commercial Duck Meat Bird,Duck,"6,300",6300
1/8/2024 12:00:00 AM,California,Merced,Merced 10,WOAH Non-Poultry,NA,True,Confirmation Date,,"Merced, California",California,False,WOAH Non-Poultry,Multiple Poultry Species,30,30
2/4/2025 12:00:00 AM,Missouri,Jasper,Jasper 05,Commercial Turkey Meat Bird,04-Mar-25,True,Confirmation Date,3/4/2025 12:00:00 AM,"Jasper, Missouri",Missouri,True,Commercial Turkey Meat Bird,Turkey,"49,500",49500
3/10/2022 12:00:00 AM,Iowa,Taylor,Taylor 01,Commercial Table Egg Layer,13-May-22,True,Confirmation Date,5/13/2022 12:00:00 AM,"Taylor, Iowa",Iowa,True,Commercial Table Egg Layer,Chicken,"915,900",915900
3/27/2025 12:00:00 AM,Pennsylvania,Lancaster,Lancaster 39,WOAH Poultry,16-Apr-25,True,Confirmation Date,4/16/2025 12:00:00 AM,"Lancaster, Pennsylvania",Pennsylvania,True,WOAH Poultry,Chicken,160,160
4/5/2022 12:00:00 AM,Minnesota,Big Stone,Big Stone 01,Commercial Turkey Meat Bird,11-May-22,True,Confirmation Date,5/11/2022 12:00:00 AM,"Big Stone, Minnesota",Minnesota,True,Commercial Turkey Meat Bird,Turkey,"49,500",49500
2/5/2026 12:00:00 AM,Colorado,Boulder,Boulder 02,WOAH Non-Poultry,NA,True,Confirmation Date,,"Boulder, Colorado",Colorado,False,WOAH Non-Poultry,Chicken,20,20
5/13/2022 12:00:00 AM,Wisconsin,Barron,Barron 07,Commercial Turkey Meat Bird,06-Jun-22,True,Confirmation Date,6/6/2022 12:00:00 AM,"Barron, Wisconsin",Wisconsin,True,Commercial Turkey Meat Bird,Turkey,"10,500",10500
2/19/2025 12:00:00 AM,Arizona,Graham,Graham 01,WOAH Non-Poultry,NA,True,Confirmation Date,,"Graham, Arizona",Arizona,False,WOAH Non-Poultry,Chicken,280,280
4/8/2022 12:00:00 AM,North Dakota,Stutsman,Stutsman 01,WOAH Poultry,12-May-22,True,Confirmation Date,5/12/2022 12:00:00 AM,"Stutsman, North Dakota",North Dakota,True,WOAH Poultry,Poultry,40,40
10/24/2023 12:00:00 AM,Iowa,Pocahontas,Pocahontas 01,Commercial Turkey Meat Bird,16-Nov-23,True,Confirmation Date,11/16/2023 12:00:00 AM,"Pocahontas, Iowa",Iowa,True,Commercial Turkey Meat Bird,Turkey,"50,000",50000
2/1/2023 12:00:00 AM,Pennsylvania,Lancaster,Lancaster 10,Commercial Duck Meat Bird,04-Mar-23,True,Confirmation Date,3/4/2023 12:00:00 AM,"Lancaster, Pennsylvania",Pennsylvania,True,Commercial Duck Meat Bird,Duck,"32,800",32800
1/30/2025 12:00:00 AM,Ohio,Van Wert,Van Wert 01,Commercial Turkey Meat Bird,14-Mar-25,True,Confirmation Date,3/14/2025 12:00:00 AM,"Van Wert, Ohio",Ohio,True,Commercial Turkey Meat Bird,Turkey,"21,400",21400
4/13/2022 12:00:00 AM,South Dakota,Deuel,Deuel 01,Commercial Upland Gamebird Producer,30-Apr-22,True,Confirmation Date,4/30/2022 12:00:00 AM,"Deuel, South Dakota",South Dakota,True,Commercial Upland Gamebird Producer,Pheasant,"1,400",1400
